A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,scenario,policy,model
126,264.54865792723825,10.0,0.0439326186597859,251.80308747311668,10.0,0.7981566490657457,225.1615752276496,1.0,0.0156472250890954,246.46109262647485,1.0,0.2802537065831444,325.52294667511285,10.0,0.473182063470365,2.5,1.5,2.5,11,Policy 0,dikesnet
123,87.96079025212927,10.0,0.4853398989226611,168.66828784244407,10.0,0.1581492391845535,234.7203473535641,1.5,0.6391888707405455,200.11938107671656,1.0,0.0740572523018822,172.654472425936,1.0,0.4569952805552372,3.5,3.5,2.5,12,Policy 0,dikesnet
53,199.2010066016208,1.0,0.1180862432257016,129.23087161863435,10.0,0.6715462085602123,256.2863935518003,1.5,0.5088968980575137,99.8904954289919,1.5,0.4336888744722696,45.58390099693042,1.0,0.4200669713936458,3.5,4.5,3.5,13,Policy 0,dikesnet
92,346.52969845502093,1.5,0.5364233534503237,147.04731544302635,10.0,0.9447617740047248,349.00850893608015,1.5,0.7873623655681036,57.97384725728151,10.0,0.8244045608422609,280.2911402098209,1.5,0.2252193333740678,4.5,1.5,1.5,14,Policy 0,dikesnet
28,334.2526414456317,1.0,0.4079404471947326,169.8786211366097,1.0,0.5189295792385115,102.76415284653564,10.0,0.7214691028696945,188.36247999902628,1.5,0.6054199169097457,266.7848322946651,10.0,0.9189795030301476,2.5,2.5,3.5,15,Policy 0,dikesnet
68,149.21556182108822,10.0,0.822099799723037,297.04441642617667,1.0,0.4750203904733167,183.94050479842468,10.0,0.4829433783046874,313.9384332610716,1.0,0.008374199292492,318.2781421402554,1.5,0.9974076318216408,4.5,4.5,4.5,16,Policy 0,dikesnet
44,138.8760297168977,1.5,0.8463571891152188,73.20157898587598,1.5,0.1554762614368274,274.1285974601348,10.0,0.8139353378041145,302.9447983822399,10.0,0.2970085737860379,164.06067592776003,10.0,0.5822393576201725,4.5,4.5,1.5,17,Policy 0,dikesnet
31,65.560807304612,10.0,0.6053522792245971,30.026305438760176,10.0,0.3002936931462364,64.38772097106317,10.0,0.1525427698334042,34.52121769453186,1.5,0.0316237834011413,90.8865786208955,10.0,0.3302627295504148,3.5,3.5,1.5,18,Policy 0,dikesnet
62,100.55711251647264,1.5,0.7955188150340351,126.4729852918618,10.0,0.807940342879634,92.06609803244996,10.0,0.3662858318502264,80.14323713546638,10.0,0.9404362391586882,64.48136827896917,1.5,0.5320353154414721,3.5,3.5,3.5,19,Policy 0,dikesnet
88,38.32197283213302,10.0,0.2618470131448211,279.3769542484952,1.5,0.68614941540504,234.05663480020823,1.5,0.4940867451206484,244.30010765040436,1.0,0.4053079566665725,78.4894086758028,10.0,0.3403269450029466,3.5,4.5,2.5,20,Policy 0,dikesnet
11,183.92151802164477,1.5,0.0961844159205388,84.85392136875976,10.0,0.3374320968759188,139.7197115381722,10.0,0.7557820668119628,285.5084783196637,1.5,0.5581079456642859,291.52244021213284,1.0,0.8523078801285993,1.5,3.5,1.5,21,Policy 0,dikesnet
58,212.7735032880804,1.5,0.0872026766200231,217.97347978283463,10.0,0.3775914871278308,250.8171619147222,1.5,0.5380893897603486,289.7233793846691,1.5,0.3448641085815456,163.61865370424098,10.0,0.3548403942520068,3.5,4.5,1.5,22,Policy 0,dikesnet
109,288.3051261737374,1.5,0.077308170785527,276.8740248174191,10.0,0.8097005484689137,247.9624507003685,10.0,0.255322182922419,70.4008665647866,1.0,0.976840046207868,111.64621010436916,1.5,0.8313871344544957,4.5,3.5,3.5,23,Policy 0,dikesnet
11,47.84078881431411,1.5,0.4930338683264984,238.9869505607447,1.0,0.7124904697719386,158.69796649444885,1.5,0.2909466092245591,278.9378519714078,10.0,0.937133875582922,101.71512796876306,1.0,0.5614799354390385,4.5,1.5,4.5,24,Policy 0,dikesnet
104,97.30076392337946,1.0,0.5559346792768047,315.63224763832125,1.5,0.4845863815357006,257.2366485849162,10.0,0.4532294332230204,151.10218800659706,1.0,0.9479187544186836,155.80164431153855,10.0,0.4730703077629599,3.5,3.5,1.5,25,Policy 0,dikesnet
4,267.2239723831776,10.0,0.0695848290837403,217.4805659863171,1.5,0.3805796566853538,288.90539006098186,1.0,0.7845688577491636,249.7142226421531,10.0,0.8619000571113024,302.893409293532,1.0,0.2539669291973055,4.5,3.5,3.5,26,Policy 0,dikesnet
64,90.61158733062072,1.5,0.5993900897990379,162.11795478524405,10.0,0.1403455170928869,42.33575795830106,1.0,0.1963859249062221,257.5786270378805,1.0,0.47826904782794,317.1199998371315,1.5,0.6204531463385292,3.5,1.5,3.5,27,Policy 0,dikesnet
103,279.8350844127812,1.0,0.1943658193492801,246.81348802442105,1.5,0.2116336103210876,315.3591224812937,1.0,0.7758825030353751,289.79628656032094,10.0,0.8415751182839598,197.4476097401238,1.5,0.2984001406147398,4.5,1.5,3.5,28,Policy 0,dikesnet
130,228.42142184923853,1.5,0.4471253234873792,225.0990385759572,10.0,0.9456154171744257,199.12177649119397,1.5,0.8225712188649398,294.3021865509143,10.0,0.976942901461171,173.83840353607008,1.0,0.5130656473224758,2.5,1.5,1.5,29,Policy 0,dikesnet
63,53.4522377704422,1.0,0.8403309371724071,43.46470595720843,10.0,0.5930615233110765,54.59440967340225,1.0,0.445598482792812,264.89969482679174,1.0,0.1572454877894188,289.12403595119895,10.0,0.0770151195308786,4.5,2.5,4.5,30,Policy 0,dikesnet
77,156.69344208327928,1.5,0.1858996118251727,302.274459362973,1.0,0.4434524820758976,147.28762445825953,10.0,0.8462766577405064,176.5141031057316,1.5,0.7088559793599669,183.08997571530088,1.0,0.3534768140581019,1.5,1.5,4.5,31,Policy 0,dikesnet
55,321.7734597705908,10.0,0.5909121841528124,188.23336010430344,1.0,0.7018090218085317,151.93101863606265,10.0,0.2739888077115633,164.53293443422,1.0,0.3237163483238997,307.2159170192385,1.5,0.7234646348436508,3.5,2.5,3.5,32,Policy 0,dikesnet
79,236.17258869224085,10.0,0.339605097363624,251.35550086126096,1.5,0.8564382176476909,221.69566040397328,10.0,0.5070755150685095,203.1042310311332,1.0,0.3893550843353637,192.62816599071155,1.5,0.5438595650008302,3.5,4.5,2.5,33,Policy 0,dikesnet
73,133.2798525622205,1.0,0.6978107910268929,301.9273625053139,1.0,0.5466705968036384,134.5764634972314,1.0,0.8125050120904779,219.42464339464595,10.0,0.3833512457407588,295.0859903062135,1.0,0.7929235413520234,1.5,4.5,1.5,34,Policy 0,dikesnet
56,329.65251678716777,1.5,0.4849666752106014,287.9335355856755,10.0,0.9847097231280768,150.6518370680428,1.5,0.8678005035525199,341.99264168331825,10.0,0.6851808875082298,334.6504388418962,1.5,0.7763414605006609,2.5,4.5,4.5,35,Policy 0,dikesnet
92,268.56875616061177,1.5,0.4446409046534351,189.0108626080064,10.0,0.037167215322605,112.7948721745514,1.5,0.8670015590266971,202.2344011746155,1.5,0.6306514691113098,164.40345166688542,1.0,0.0593266969823739,1.5,1.5,1.5,36,Policy 0,dikesnet
103,236.41665329760855,10.0,0.494014662112208,297.8034825665749,10.0,0.2458295938725672,209.6135580112546,1.5,0.7222223749620771,101.73347830918134,1.5,0.486232313007898,114.3708472925156,1.5,0.3750030614219127,3.5,1.5,1.5,37,Policy 0,dikesnet
40,125.61232826017628,10.0,0.8106620335531391,349.50878813924214,1.5,0.6887313521650573,329.0439758222591,10.0,0.0913346375147305,99.37354125182824,1.5,0.7197734479723752,200.4604321521933,1.0,0.4478503728559497,3.5,3.5,2.5,38,Policy 0,dikesnet
131,83.45797165887974,1.0,0.8415233728063157,103.42643953582048,10.0,0.6292083189137959,147.94171910426587,1.0,0.0527882026803992,159.8640684027568,1.0,0.2255751582364373,118.30986798212064,1.5,0.7386457804786166,4.5,1.5,3.5,39,Policy 0,dikesnet
41,271.85491764333347,1.0,0.6939050557782245,91.17992608194405,1.0,0.1235500419087663,219.9535001791955,10.0,0.8207264726592607,61.22071608939076,1.5,0.9428057128635744,256.4956326389659,1.0,0.1879713080861179,2.5,3.5,3.5,40,Policy 0,dikesnet
130,340.8828991201833,10.0,0.0510661416997924,216.3031438021684,1.5,0.8834439197400535,67.36347809235232,1.5,0.8727439201287142,255.09451022064093,10.0,0.7451228849400843,160.70722566356275,1.5,0.6311339255874546,3.5,1.5,2.5,41,Policy 0,dikesnet
56,93.37084091938168,1.0,0.8002834903623829,146.6557808172746,1.0,0.3340491206554459,33.59925894630486,10.0,0.2064895790068816,154.72515706977754,1.0,0.038345044204288,165.2612628395755,1.0,0.1552816790780547,2.5,2.5,1.5,42,Policy 0,dikesnet
100,104.42662001366138,1.5,0.4627811282572066,286.7744202741247,1.0,0.2938974549955853,207.7261287529382,1.0,0.1894976215941894,340.47826361756967,1.0,0.8943436061206507,162.68950045837866,1.0,0.3612804396679857,1.5,2.5,4.5,43,Policy 0,dikesnet
40,268.22617242811987,1.0,0.5697469152585551,213.56076248806104,1.0,0.4772466603814145,326.17177676644985,10.0,0.7146965419500781,217.10959691740652,10.0,0.1843021763712245,103.94844764291416,10.0,0.7802423257668677,1.5,4.5,2.5,44,Policy 0,dikesnet
36,227.4601904086253,1.0,0.2280705947016297,205.8112882985032,10.0,0.1728099479902694,134.54438502295824,1.0,0.1934348601713248,197.26100987134976,1.0,0.1848822327773034,127.7712993519168,10.0,0.9349041042882248,1.5,4.5,2.5,45,Policy 0,dikesnet
65,311.4728797931679,1.5,0.1536575990054148,94.8023393985529,1.5,0.7765973877695888,55.39394072682008,1.5,0.9280090056549832,318.3549146368915,10.0,0.4083149457898967,261.6650217685317,10.0,0.0337646577835278,2.5,3.5,4.5,46,Policy 0,dikesnet
26,222.9514013069009,1.0,0.7132747140272215,315.77345329123386,1.0,0.4971566224602334,104.57847888221578,10.0,0.859025287611627,195.53549425954589,10.0,0.0940614967687905,283.95733561219726,1.5,0.3665484644046863,3.5,1.5,2.5,47,Policy 0,dikesnet
103,250.2619078635416,1.5,0.9692201316738944,163.74963126599772,1.5,0.1574064989959215,150.84940547276375,10.0,0.8192093820955445,52.758526273223005,1.0,0.2140466536495283,326.4839301460749,10.0,0.0278701229463524,3.5,4.5,2.5,48,Policy 0,dikesnet
56,291.0635877204982,1.0,0.3142671990275347,316.15087151390435,1.5,0.1897249696628073,80.12875898487454,1.5,0.7281798916274568,278.4219939747829,1.0,0.1338293992027547,277.1360205184694,10.0,0.989069049340436,1.5,1.5,3.5,49,Policy 0,dikesnet
87,340.20388651658914,1.0,0.5074071853518989,180.3973130615871,10.0,0.9100421863146066,60.51661764098071,10.0,0.2772652156170533,182.98293244583616,10.0,0.9002511212402639,256.10448934514733,1.0,0.3356492690458728,3.5,3.5,3.5,50,Policy 0,dikesnet
41,288.01246122060445,1.0,0.3493177340383357,213.7450542505837,1.0,0.2140325220412276,34.41996292337426,1.5,0.0272610712047413,137.83517489592327,1.5,0.3145275450203837,258.7171808630185,1.0,0.954945643601958,2.5,1.5,4.5,51,Policy 0,dikesnet
104,206.59992150557747,1.0,0.3148006247744959,36.75054202459084,10.0,0.8345191692686893,230.09104784960647,10.0,0.3425459998622307,53.00218072427181,1.5,0.1671580605281599,55.14003152934583,10.0,0.617288461572215,2.5,3.5,4.5,52,Policy 0,dikesnet
81,279.0355152552145,1.0,0.0752750857287625,71.25164865328719,1.0,0.9626237892383558,297.59179295457284,10.0,0.0404871031262472,93.00409438459369,10.0,0.2886239200107741,180.5669498968649,1.5,0.6972935996587063,4.5,1.5,3.5,53,Policy 0,dikesnet
72,98.47582196124294,10.0,0.1349645907824308,148.76647222148333,1.0,0.9660988902588288,292.7623854631403,10.0,0.5578268731137482,310.7102323404673,1.5,0.1212836579200452,338.99745082631136,10.0,0.7053163102936632,1.5,2.5,4.5,54,Policy 0,dikesnet
48,274.13842429062754,1.5,0.229844625285548,194.37889367512844,1.5,0.4183202706241753,202.7925879989677,10.0,0.7448889676685059,31.182131978326616,1.0,0.5921639740078997,304.7334093924762,1.5,0.1523749522006796,4.5,1.5,3.5,55,Policy 0,dikesnet
44,341.6863147517756,1.5,0.7160099350016412,260.3673761837955,10.0,0.1964341984597659,228.4729422910821,10.0,0.7846425593320471,158.25527030842397,10.0,0.3367101204993362,185.00481866859928,10.0,0.1908359166251603,3.5,3.5,3.5,56,Policy 0,dikesnet
64,219.77830582130176,10.0,0.4561428938759321,40.06098058063313,1.5,0.1691875462088439,213.62036333280287,10.0,0.8756132299542703,344.1453737013364,10.0,0.2552361279576308,166.754102964986,1.0,0.4142677496775609,3.5,4.5,1.5,57,Policy 0,dikesnet
102,182.09487351078337,10.0,0.1705875356266763,167.92280226478124,10.0,0.1903853174883654,292.1740159996569,10.0,0.4104910502916447,69.45234200752134,1.5,0.0445260517569585,101.55079813717516,10.0,0.3272487920199491,1.5,4.5,4.5,58,Policy 0,dikesnet
99,309.4651523865442,1.5,0.1066215545034136,198.30906488027745,1.5,0.0644092552668834,349.75148528597833,10.0,0.3958698606641716,265.1529954774112,1.5,0.5904332338732858,218.85789401444228,1.5,0.3306244941824943,1.5,4.5,1.5,59,Policy 0,dikesnet
36,91.43406166974736,10.0,0.8337472420803052,194.4002299453551,1.0,0.8089853487862071,137.74916504995852,1.0,0.9298092984940616,284.91738751964203,1.5,0.6512756526945318,327.1148642561345,10.0,0.0590935259565693,1.5,4.5,3.5,60,Policy 0,dikesnet
87,131.92681399757214,10.0,0.4845711385614526,183.6751396053553,10.0,0.1162168448427085,93.35233606456876,1.0,0.9815288594448242,130.83873932505674,10.0,0.8634168305475161,301.11308436562985,1.5,0.1051529317007176,3.5,1.5,2.5,61,Policy 0,dikesnet
59,104.09295100698004,10.0,0.2694582203896597,73.67251479219803,10.0,0.8251598670667691,315.4473256616401,1.0,0.1262485204594086,264.1104364942993,1.0,0.6305127313761655,235.60148223055285,1.5,0.247005870131931,4.5,3.5,2.5,62,Policy 0,dikesnet
109,312.7044308298995,1.5,0.8164411718775791,217.54201492433523,10.0,0.678268621056523,200.46612384681976,1.5,0.4527890935800598,134.60051422182514,1.0,0.4577042725720152,113.37690650600808,1.5,0.9506023336286586,2.5,4.5,2.5,63,Policy 0,dikesnet
2,40.81078512572228,1.0,0.8468561551990469,287.7374131686004,1.0,0.0568037441696018,61.33133606492588,1.0,0.9895254747957428,101.61725567360205,1.5,0.7530163189330195,226.98964445459143,10.0,0.8155511720547106,4.5,1.5,4.5,64,Policy 0,dikesnet
55,180.12274922394934,1.5,0.9375444930233142,320.36592501079025,1.0,0.8875434774300359,240.57623624482653,1.5,0.0429631466553819,254.9258280834023,1.0,0.2434833946359765,77.97105206282352,1.0,0.6650442691843185,2.5,3.5,3.5,65,Policy 0,dikesnet
60,144.07420551762823,1.5,0.1521799968171779,181.1522658775084,1.5,0.8467603640278878,297.5378466389213,1.5,0.3625632593452668,171.0855224263345,10.0,0.9876069867811744,116.47257719907272,1.5,0.8390284424759455,4.5,3.5,1.5,66,Policy 0,dikesnet
102,273.93296131957936,1.5,0.9542784463356576,316.39250046288646,1.5,0.9555929377825976,188.3596576278817,1.5,0.95593885042974,235.12028236351367,1.5,0.3411781115156741,53.49431732291396,1.0,0.90646034145845,4.5,2.5,2.5,67,Policy 0,dikesnet
48,120.19189092747204,10.0,0.7151267268214183,299.7145237486269,1.5,0.6073338592924847,52.416945389085214,1.0,0.5527524679046,321.19423708720547,10.0,0.4434201969380073,195.39696498127455,1.0,0.7058577236528625,1.5,2.5,3.5,68,Policy 0,dikesnet
31,199.4747079989561,1.5,0.4622661767554692,113.68178881434277,1.5,0.2925425274557947,128.04915237123083,10.0,0.625265983221586,333.73440079082786,1.0,0.1437287721877839,112.75522616644388,1.0,0.598672597113804,4.5,2.5,1.5,69,Policy 0,dikesnet
17,42.24327543139798,1.5,0.5809181911441801,206.9226609186487,1.0,0.9861153967527864,247.0468208719845,10.0,0.3221872586255238,232.1352127634052,1.0,0.4883677334154012,185.0811052209417,10.0,0.6166679934745362,4.5,1.5,1.5,70,Policy 0,dikesnet
41,338.31761117004794,1.0,0.0167727432479521,342.8539402501389,10.0,0.6892554687539868,293.2125018169614,10.0,0.7350489911641793,269.8450098185755,1.0,0.5282386584189975,89.54158104613383,1.5,0.2332234688956979,2.5,1.5,4.5,71,Policy 0,dikesnet
130,155.2017670319671,10.0,0.883822862254327,253.2515859581636,1.0,0.9486081654220024,324.2343147771146,1.5,0.3810517288832684,336.19552048146846,10.0,0.5136060511896636,88.30125448094071,1.0,0.1271429971327906,1.5,3.5,3.5,72,Policy 0,dikesnet
80,53.04955321909559,1.0,0.1152970989147388,188.94732767911472,1.5,0.933690103951572,304.2005444214767,10.0,0.7631716831032659,267.6835000929387,1.5,0.6284732743309455,249.49060783518297,1.0,0.828110939643776,4.5,2.5,1.5,73,Policy 0,dikesnet
64,174.25272817598494,1.0,0.5682158258605329,233.29701485197427,1.5,0.7841994003679597,56.21768639628546,1.0,0.4138260662229025,222.4565022890204,10.0,0.3650047922196794,151.8953469524963,1.5,0.194143031530807,3.5,1.5,4.5,74,Policy 0,dikesnet
89,212.35468975599724,1.0,0.6680261108562838,286.65608710373283,10.0,0.5798552441346346,253.25366664666183,1.0,0.4790194568299665,348.31444859665123,1.0,0.7410531154083921,147.04485591194754,10.0,0.3763951529435211,1.5,3.5,3.5,75,Policy 0,dikesnet
102,68.86209418936703,10.0,0.3383698557178385,70.05566467260934,1.5,0.1620383099738269,46.02104362320328,1.0,0.7103867327027025,259.71498892879333,10.0,0.948858563093763,137.82932262233578,1.0,0.9475933725002976,4.5,2.5,2.5,76,Policy 0,dikesnet
94,74.2481135471141,1.5,0.6062466333123724,231.52042511857368,10.0,0.789384781480985,141.81598052550484,1.5,0.9899555333976006,210.3553849863204,10.0,0.9770432237038554,259.6759403363808,1.0,0.9966972443303848,3.5,3.5,3.5,77,Policy 0,dikesnet
47,225.69017870196305,10.0,0.293293120232658,269.44969004161646,1.0,0.1586700975903469,160.20733747285402,1.5,0.4633782022345747,267.8937762785901,10.0,0.7371321433536241,254.99688643724457,1.0,0.0412741548605693,4.5,4.5,1.5,78,Policy 0,dikesnet
35,269.3749122262712,1.0,0.9949043193267676,246.6420845461105,1.5,0.483284450019258,261.66515690762776,1.0,0.5260762046259995,81.17254542955754,1.5,0.9004193285293282,76.79386955118835,10.0,0.804206572248752,1.5,2.5,4.5,79,Policy 0,dikesnet
122,120.4499621342043,10.0,0.0308229730418122,181.17957078835323,1.0,0.4783648647921495,154.3972384457506,10.0,0.1061549151799929,217.65351221482396,10.0,0.2612817166231082,81.79527252088181,10.0,0.1791308162251272,1.5,4.5,4.5,80,Policy 0,dikesnet
66,338.69203466217874,1.5,0.8997472202583635,318.22511538160654,10.0,0.531817446605938,259.6158394767498,1.5,0.1177229839335223,225.01718620893004,1.0,0.4325836614681391,64.82678550700398,1.5,0.7805026440887891,2.5,2.5,2.5,81,Policy 0,dikesnet
46,285.8166761976196,10.0,0.8604416471263843,105.89981102988668,1.0,0.8656261971082312,312.7462143958155,1.0,0.3009928614025741,150.5462863295131,1.0,0.4842278514368275,77.48613893686883,1.0,0.8705073717103594,1.5,1.5,1.5,82,Policy 0,dikesnet
122,102.15063915769784,1.0,0.7672913171625299,325.5971864600909,1.5,0.151668080292451,259.2310238591922,1.5,0.5347627903955788,135.99414360927528,1.0,0.2969273626718327,153.86354194797593,1.5,0.8243374219091676,2.5,4.5,1.5,83,Policy 0,dikesnet
21,56.22075026249232,10.0,0.7405808547811006,114.16351701478706,1.0,0.7084192684447581,146.04074786915277,10.0,0.5479645008417,80.86325826664695,10.0,0.0549831065033248,256.7924961852747,10.0,0.2976444532306673,4.5,3.5,1.5,84,Policy 0,dikesnet
50,72.694137803859,1.0,0.6859410593566408,229.5554645007556,1.0,0.2030963862403928,265.84157388453417,1.0,0.3624335310634212,74.80683548674864,1.0,0.99038333758212,276.4641413363859,10.0,0.4600993262297358,1.5,4.5,1.5,85,Policy 0,dikesnet
13,347.49077718594464,1.0,0.2546502194961155,250.00385508376976,10.0,0.4701609027313864,311.56888966746703,1.5,0.5908849363068314,299.9349522734693,1.0,0.2438408217094836,128.61966347000862,10.0,0.4742662993592135,3.5,2.5,3.5,86,Policy 0,dikesnet
29,182.7527255179976,1.5,0.1257359787548176,264.9351299674912,1.5,0.954390119928542,184.78908640180052,10.0,0.2424876814260916,236.9652639778691,1.5,0.5274227740334488,39.37248829914864,1.0,0.807318873173329,3.5,4.5,2.5,87,Policy 0,dikesnet
65,273.7023892525467,1.0,0.559052126944348,195.2124939219685,1.5,0.1771761478982165,293.53791434366576,1.5,0.3719370952963141,102.55994560059251,10.0,0.2586302665183664,156.1683742270532,1.5,0.613510768647839,4.5,2.5,4.5,88,Policy 0,dikesnet
74,215.9325988408576,10.0,0.7980486415179816,248.4740608716896,1.5,0.1700732035227793,217.18636691160677,10.0,0.6968934397097163,333.1027037368044,10.0,0.2957273140951271,247.58828836262,1.5,0.1969456000284051,2.5,1.5,4.5,89,Policy 0,dikesnet
9,43.59335461396566,1.5,0.5826602967602009,334.58757378084715,10.0,0.3095667915764634,194.4659952371341,1.0,0.0215346896242688,161.82583314490645,1.5,0.8074202820689416,134.80427523266906,10.0,0.716720634799943,2.5,3.5,3.5,90,Policy 0,dikesnet
63,45.43622218904597,1.0,0.8743331375607352,310.845284169007,1.0,0.0418606544162635,143.75433144622383,10.0,0.494417086536066,65.79967769724576,1.0,0.8709013536143434,293.47088304178385,10.0,0.4981930748191688,3.5,1.5,2.5,91,Policy 0,dikesnet
108,237.5963433524311,10.0,0.6646416302662028,287.030169792284,1.0,0.6650220111273311,282.8485842787475,1.5,0.4832935201556099,302.24095169782294,1.0,0.4124340302082072,234.3204288750549,1.5,0.6289666552771445,3.5,4.5,3.5,92,Policy 0,dikesnet
7,104.78621252291649,10.0,0.5604440111181965,144.76473871088518,10.0,0.5212849677834647,260.06167726795104,1.0,0.6705726799009373,290.07359882355826,1.5,0.8140633672719113,56.5797875126062,10.0,0.3453750170002292,3.5,2.5,3.5,93,Policy 0,dikesnet
93,52.154842325745975,10.0,0.4138158827631104,158.83015884975387,10.0,0.5255013279898112,262.7286141156764,1.0,0.8455760694319941,108.06761398728553,1.5,0.3390110424393965,134.61085172397566,1.0,0.0355492850334093,4.5,2.5,3.5,94,Policy 0,dikesnet
43,187.22040637877544,1.0,0.7915275030525526,300.76110357147,1.5,0.0181901034717039,231.057230906276,10.0,0.149374711483399,206.79716353055855,1.0,0.6232263258286092,146.3271229468166,1.0,0.8460373123393481,4.5,2.5,2.5,95,Policy 0,dikesnet
22,275.5166250632774,10.0,0.7217575881174916,72.37023384020497,1.5,0.7204046770111211,71.69322185829333,1.0,0.1404798125852936,329.41678412823927,1.5,0.5788398173655541,112.33602724262865,1.5,0.2992221138117301,3.5,2.5,4.5,96,Policy 0,dikesnet
16,58.07134839967024,10.0,0.3931709562409318,331.3470712254062,1.0,0.0872536830188558,340.00302017350566,1.0,0.9045222787131768,279.18062457101155,1.0,0.6779164144619843,240.9988262739115,10.0,0.4255426512441124,2.5,1.5,3.5,97,Policy 0,dikesnet
126,84.43826727622599,1.0,0.3560247586796472,286.13841429791427,1.0,0.6950484188785977,262.74433862143246,1.5,0.6603345546331358,178.63619802979014,1.5,0.7702632328611831,164.78958231319032,1.0,0.8654898529473048,4.5,1.5,2.5,98,Policy 0,dikesnet
81,102.32555010964067,1.5,0.6324007542469925,121.69677486527344,1.0,0.1308895344840989,268.37277228182563,1.5,0.9463027717642878,321.80905698348874,10.0,0.0599448200821847,133.15498750336792,10.0,0.4792789990510727,2.5,4.5,4.5,99,Policy 0,dikesnet
49,75.65508711653638,1.5,0.9655347754828816,259.9601513416351,1.0,0.5132402705694904,86.23313812049462,1.5,0.3582563177622224,52.52067477629919,1.5,0.0792551050655316,90.12059266657934,1.0,0.1845247800222135,3.5,1.5,3.5,100,Policy 0,dikesnet
114,234.3980419143053,1.5,0.567359611223733,269.7924852532583,1.0,0.3459180941914928,45.93144002485669,1.0,0.8673357757470529,288.5515350459726,1.5,0.3133915714992075,241.75845152752757,1.0,0.7611980776816458,3.5,2.5,4.5,101,Policy 0,dikesnet
51,340.6021853550032,1.0,0.6968901657453276,106.15131832649458,1.0,0.6498285711449074,156.4426726266458,10.0,0.8128006249195814,249.01784366400472,1.0,0.7347834775787323,79.12893063118324,10.0,0.4058390529311868,3.5,4.5,3.5,102,Policy 0,dikesnet
